date,country,Anmeldungen in Deutschland,Suche nach Gehalt in Deutschland (Google Trends Index)
2014-07-01,Niederlande,118.36908048417922,168.59504132231407
2014-07-01,Polen,224.78949845719364,554.1740674955595
2014-07-01,Rumänien,303.3147375832747,197.81591263650546
2014-07-01,Schweiz,129.50687146321746,194.15943172849245
2014-07-01,Vereinigtes Königreich,145.22142223098925,228.9971346704871
2014-07-01,Österreich,118.38897721250663,667.972027972028
2014-08-01,Frankreich,133.38990241832838,154.85961123110152
2014-08-01,Niederlande,136.97175621150987,67.33362331448456
2014-08-01,Polen,182.03022854453218,343.16163410301954
2014-08-01,Rumänien,263.7978660022748,190.32761310452418
2014-08-01,Schweiz,149.3936944219887,193.21231254932908
2014-08-01,Vereinigtes Königreich,161.43603905710623,143.03724928366762
2014-08-01,Österreich,110.86380498145203,268.5314685314686
2014-09-01,Frankreich,240.98430207891388,180.1295896328294
2014-09-01,Niederlande,173.54002973030367,174.85863418877773
2014-09-01,Polen,198.29506824956852,319.71580817051506
2014-09-01,Rumänien,319.7421870768564,159.75039001560063
2014-09-01,Schweiz,229.1835084882781,169.53433307024466
2014-09-01,Vereinigtes Königreich,221.67866653516128,143.03724928366762
2014-09-01,Österreich,162.586115527292,411.18881118881126
2014-10-01,Frankreich,208.06109461179466,119.8704103671706
2014-10-01,Niederlande,145.1263537906137,156.06785558938674
2014-10-01,Polen,173.74614298415355,196.09236234458257
2014-10-01,Rumänien,271.69474083301736,89.85959438377536
2014-10-01,Schweiz,172.6758286176233,173.32280978689815
2014-10-01,Vereinigtes Königreich,159.77907091429137,232.43553008595993
2014-10-01,Österreich,149.33757286698463,273.5664335664336
2014-11-01,Frankreich,97.49681798896903,146.4362850971922
2014-11-01,Niederlande,115.18369080484179,136.75511091779035
2014-11-01,Polen,132.80686156581768,385.7904085257549
2014-11-01,Rumänien,211.59074906569896,119.81279251170048
2014-11-01,Schweiz,101.61681487469684,248.145224940805
2014-11-01,Vereinigtes Königreich,100.1282177729559,121.7191977077364
2014-11-01,Österreich,101.21886592474827,350.76923076923083
2014-12-01,Frankreich,67.96775562155281,128.2937365010799
2014-12-01,Niederlande,99.89382034402207,114.83253588516746
2014-12-01,Polen,84.02280215469902,543.5168738898757
