date,country,Anmeldungen in Deutschland,Google Trends Index
2014-04-01,Italien,294.0783034257749,0.0
2014-05-01,Italien,242.8384991843393,896.0835509138379
2014-06-01,Italien,277.73246329526916,338.38120104438644
2014-07-01,Italien,281.30505709624794,736.2924281984334
2014-08-01,Italien,257.7650897226754,0.0
2014-09-01,Italien,397.5856443719413,617.2323759791122
2014-10-01,Italien,381.28874388254485,833.420365535248
2014-11-01,Italien,266.7699836867863,181.72323759791124
2014-12-01,Italien,204.56769983686786,401.04438642297646
2015-01-01,Italien,289.5269168026101,397.91122715404697
2015-02-01,Italien,272.39804241435564,191.12271540469973
2015-03-01,Italien,348.1566068515498,363.4464751958225
2015-04-01,Italien,306.5089722675367,0.0
2015-05-01,Italien,254.1435562805873,197.38903394255877
2015-06-01,Italien,298.38499184339315,570.2349869451697
2015-07-01,Italien,286.4926590538336,56.396866840731086
2015-08-01,Italien,265.0570962479608,792.6892950391646
2015-09-01,Italien,393.9151712887439,1325.3263707571803
2015-10-01,Italien,377.86296900489396,303.9164490861619
2015-11-01,Italien,240.0489396411093,0.0
2015-12-01,Italien,166.9331158238173,172.3237597911227
2016-01-01,Italien,277.58564437194127,485.63968668407307
2016-02-01,Italien,248.12398042414355,0.0
2016-03-01,Italien,277.19412724306693,115.92689295039165
2016-04-01,Italien,272.9363784665579,288.2506527415144
2016-05-01,Italien,230.163132137031,81.4621409921671
2016-06-01,Italien,237.60195758564439,187.98955613577024
2016-07-01,Italien,224.77977161500817,222.45430809399477
2016-08-01,Italien,239.7553017944535,695.5613577023498
2016-09-01,Italien,344.1924959216966,357.18015665796344
2016-10-01,Italien,334.7960848287113,106.52741514360314
2016-11-01,Italien,233.4910277324633,303.9164490861619
2016-12-01,Italien,171.92495921696576,401.04438642297646
2017-01-01,Italien,238.53181076672107,53.26370757180157
2017-02-01,Italien,239.46166394779772,454.30809399477806
2017-03-01,Italien,293.5889070146819,184.85639686684075
2017-04-01,Italien,229.47797716150086,0.0
2017-05-01,Italien,228.30342577487767,620.3655352480417
2017-06-01,Italien,232.12071778140296,413.57702349869453
2017-07-01,Italien,234.91027732463294,777.023498694517
2017-08-01,Italien,237.79771615008158,263.18537859007836
2017-09-01,Italien,332.7406199021207,473.10704960835517
2017-10-01,Italien,325.2528548123981,266.31853785900785
2017-11-01,Italien,231.28874388254488,372.84595300261094
2017-12-01,Italien,169.03752039151715,0.0
2018-01-01,Italien,235.49755301794454,375.9791122715405
2018-02-01,Italien,241.02773246329528,532.6370757180157
2018-03-01,Italien,281.94127243066885,260.0522193211488
2018-04-01,Italien,267.0146818923328,153.52480417754572
2018-05-01,Italien,242.34910277324633,463.7075718015666
2018-06-01,Italien,230.0163132137031,322.71540469973894
2018-07-01,Italien,226.9820554649266,281.9843342036554
2018-08-01,Italien,237.0146818923328,448.041775456919
2018-09-01,Italien,351.92495921696576,344.6475195822454
2018-10-01,Italien,356.86786296900493,357.18015665796344
2018-11-01,Italien,238.33605220228384,247.51958224543085
2018-12-01,Italien,161.15823817292008,354.04699738903395
2019-01-01,Italien,248.76019575856444,523.2375979112271
2019-02-01,Italien,251.54975530179448,256.9190600522193
2019-03-01,Italien,296.28058727569334,479.37336814621415
2019-04-01,Italien,257.7650897226754,921.1488250652742
2019-05-01,Italien,213.4257748776509,1118.537859007833
2019-06-01,Italien,227.6182707993475,413.57702349869453
2019-07-01,Italien,229.47797716150086,350.91383812010446
2019-08-01,Italien,225.70962479608485,573.3681462140992
2019-09-01,Italien,320.8972267536705,191.12271540469973
2019-10-01,Italien,331.4192495921697,488.7728459530027
2019-11-01,Italien,213.47471451876018,37.59791122715404
2019-12-01,Italien,156.94942903752042,266.31853785900785
2020-01-01,Italien,,278.85117493472586
2020-02-01,Italien,,43.86422976501306
2020-03-01,Italien,,473.10704960835517
2020-04-01,Italien,,529.5039164490862
2020-05-01,Italien,,444.90861618798954
2020-06-01,Italien,,234.98694516971278
2020-07-01,Italien,,322.71540469973894
2020-08-01,Italien,,513.8381201044386
2020-09-01,Italien,,278.85117493472586
2020-10-01,Italien,,429.2428198433421
2020-11-01,Italien,,128.45953002610966
2020-12-01,Italien,,567.1018276762402
